agency,site_no,site,description,date_time,flow,comments
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-05-27T00:00:00Z,178,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-05-28T00:00:00Z,131,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-05-29T00:00:00Z,178,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-05-30T00:00:00Z,134,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-05-31T00:00:00Z,125,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-06-01T00:00:00Z,408,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-06-02T00:00:00Z,124,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-06-03T00:00:00Z,124,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-06-04T00:00:00Z,82.8,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-06-05T00:00:00Z,64.9,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-06-06T00:00:00Z,64.9,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-06-07T00:00:00Z,64.9,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-06-08T00:00:00Z,64.9,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-06-09T00:00:00Z,64.9,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-06-10T00:00:00Z,65.3,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-06-11T00:00:00Z,64.9,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-06-12T00:00:00Z,64.9,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-06-13T00:00:00Z,65.4,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-06-14T00:00:00Z,64.9,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-06-15T00:00:00Z,64.9,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-06-16T00:00:00Z,64.9,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-06-17T00:00:00Z,65,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-06-18T00:00:00Z,64.9,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-06-19T00:00:00Z,64.9,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-06-20T00:00:00Z,65,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-06-21T00:00:00Z,64.9,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-06-22T00:00:00Z,81.6,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-06-23T00:00:00Z,89,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-06-24T00:00:00Z,90.2,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-06-25T00:00:00Z,90.4,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-06-26T00:00:00Z,90.2,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-06-27T00:00:00Z,90.2,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-06-28T00:00:00Z,89.5,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-06-29T00:00:00Z,93,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-06-30T00:00:00Z,421,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-07-01T00:00:00Z,340,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-07-02T00:00:00Z,251,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-07-03T00:00:00Z,145,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-07-04T00:00:00Z,179,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-07-05T00:00:00Z,153,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-07-06T00:00:00Z,124,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-07-07T00:00:00Z,416,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-07-08T00:00:00Z,124,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-07-09T00:00:00Z,124,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-07-10T00:00:00Z,116,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-07-11T00:00:00Z,113,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-07-12T00:00:00Z,173,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-07-13T00:00:00Z,203,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-07-14T00:00:00Z,203,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-07-15T00:00:00Z,203,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-07-16T00:00:00Z,203,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-07-17T00:00:00Z,149,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-07-18T00:00:00Z,124,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-07-19T00:00:00Z,103,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-07-20T00:00:00Z,94.1,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-07-21T00:00:00Z,94.1,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-07-22T00:00:00Z,94.4,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-07-23T00:00:00Z,94.1,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-07-24T00:00:00Z,85.6,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-07-25T00:00:00Z,81.5,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-07-26T00:00:00Z,81.5,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-07-27T00:00:00Z,81.5,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-07-28T00:00:00Z,81.5,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-07-29T00:00:00Z,81.5,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-07-30T00:00:00Z,63.3,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-07-31T00:00:00Z,59.6,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-08-01T00:00:00Z,71,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-08-02T00:00:00Z,70.9,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-08-03T00:00:00Z,70.9,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-08-04T00:00:00Z,70.9,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-08-05T00:00:00Z,71,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-08-06T00:00:00Z,70.9,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-08-07T00:00:00Z,70.9,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-08-08T00:00:00Z,70.9,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-08-09T00:00:00Z,70.9,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-08-10T00:00:00Z,70.9,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-08-11T00:00:00Z,67.7,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-08-12T00:00:00Z,65.3,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-08-13T00:00:00Z,65.3,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-08-14T00:00:00Z,65,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-08-15T00:00:00Z,58.6,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-08-16T00:00:00Z,53,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-08-17T00:00:00Z,53,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-08-18T00:00:00Z,52.7,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-08-19T00:00:00Z,52.1,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-08-20T00:00:00Z,52.2,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-08-21T00:00:00Z,52.1,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-08-22T00:00:00Z,52.1,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-08-23T00:00:00Z,53.2,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-08-24T00:00:00Z,52.1,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-08-25T00:00:00Z,52.1,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-08-26T00:00:00Z,52.1,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-08-27T00:00:00Z,52.1,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-08-28T00:00:00Z,52.2,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-08-29T00:00:00Z,52.1,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-08-30T00:00:00Z,52.1,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-08-31T00:00:00Z,52.1,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-09-01T00:00:00Z,52.1,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-09-02T00:00:00Z,51.4,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-09-03T00:00:00Z,51.4,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-09-04T00:00:00Z,51.3,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-09-05T00:00:00Z,51.3,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-09-06T00:00:00Z,51.3,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-09-07T00:00:00Z,51.3,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-09-08T00:00:00Z,51.3,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-09-09T00:00:00Z,50.9,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-09-10T00:00:00Z,50.4,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-09-11T00:00:00Z,50.4,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-09-12T00:00:00Z,50.4,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-09-13T00:00:00Z,50.4,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-09-14T00:00:00Z,50.5,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-09-15T00:00:00Z,50.4,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-09-16T00:00:00Z,50.4,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-09-17T00:00:00Z,50.4,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-09-18T00:00:00Z,49.7,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-09-19T00:00:00Z,49.5,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-09-20T00:00:00Z,49.5,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-09-21T00:00:00Z,49.5,
USGS,01597500,bloomington,"Savage River Below Savage River Dam Near Bloomington, MD",2019-09-22T00:00:00Z,49.5,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-05-01T00:00:00Z,84.4,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-05-02T00:00:00Z,73.6,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-05-03T00:00:00Z,65.9,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-05-04T00:00:00Z,66.8,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-05-05T00:00:00Z,271,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-05-06T00:00:00Z,415,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-05-07T00:00:00Z,249,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-05-08T00:00:00Z,160,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-05-09T00:00:00Z,121,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-05-10T00:00:00Z,108,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-05-11T00:00:00Z,89.7,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-05-12T00:00:00Z,579,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-05-13T00:00:00Z,710,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-05-14T00:00:00Z,511,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-05-15T00:00:00Z,303,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-05-16T00:00:00Z,193,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-05-17T00:00:00Z,136,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-05-18T00:00:00Z,126,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-05-19T00:00:00Z,94.1,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-05-20T00:00:00Z,94.8,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-05-21T00:00:00Z,69.9,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-05-22T00:00:00Z,57.4,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-05-23T00:00:00Z,54.5,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-05-24T00:00:00Z,46.9,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-05-25T00:00:00Z,39.2,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-05-26T00:00:00Z,49,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-05-27T00:00:00Z,82.4,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-05-28T00:00:00Z,59.4,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-05-29T00:00:00Z,49,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-05-30T00:00:00Z,44.7,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-05-31T00:00:00Z,41.2,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-06-01T00:00:00Z,33.3,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-06-02T00:00:00Z,34.9,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-06-03T00:00:00Z,36,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-06-04T00:00:00Z,28.6,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-06-05T00:00:00Z,26.2,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-06-06T00:00:00Z,26.8,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-06-07T00:00:00Z,22.8,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-06-08T00:00:00Z,19.5,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-06-09T00:00:00Z,17.9,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-06-10T00:00:00Z,30.9,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-06-11T00:00:00Z,33.9,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-06-12T00:00:00Z,22.9,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-06-13T00:00:00Z,21.9,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-06-14T00:00:00Z,23.8,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-06-15T00:00:00Z,18.7,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-06-16T00:00:00Z,16.5,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-06-17T00:00:00Z,57.3,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-06-18T00:00:00Z,40.8,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-06-19T00:00:00Z,40.6,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-06-20T00:00:00Z,62.3,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-06-21T00:00:00Z,98.3,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-06-22T00:00:00Z,88.5,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-06-23T00:00:00Z,63.4,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-06-24T00:00:00Z,59.9,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-06-25T00:00:00Z,142,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-06-26T00:00:00Z,88.9,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-06-27T00:00:00Z,64.9,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-06-28T00:00:00Z,49.3,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-06-29T00:00:00Z,72.8,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-06-30T00:00:00Z,310,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-07-01T00:00:00Z,122,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-07-02T00:00:00Z,77.2,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-07-03T00:00:00Z,62.7,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-07-04T00:00:00Z,46.1,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-07-05T00:00:00Z,40.5,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-07-06T00:00:00Z,73.1,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-07-07T00:00:00Z,80.1,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-07-08T00:00:00Z,68.8,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-07-09T00:00:00Z,55.8,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-07-10T00:00:00Z,73.2,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-07-11T00:00:00Z,187,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-07-12T00:00:00Z,237,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-07-13T00:00:00Z,137,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-07-14T00:00:00Z,90.6,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-07-15T00:00:00Z,62.3,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-07-16T00:00:00Z,47,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-07-17T00:00:00Z,38,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-07-18T00:00:00Z,32.9,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-07-19T00:00:00Z,26.8,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-07-20T00:00:00Z,22.3,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-07-21T00:00:00Z,19.2,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-07-22T00:00:00Z,20,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-07-23T00:00:00Z,25.5,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-07-24T00:00:00Z,18.2,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-07-25T00:00:00Z,14.9,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-07-26T00:00:00Z,13.3,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-07-27T00:00:00Z,11.9,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-07-28T00:00:00Z,10.9,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-07-29T00:00:00Z,10.1,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-07-30T00:00:00Z,9.59,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-07-31T00:00:00Z,20.7,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-08-01T00:00:00Z,24.2,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-08-02T00:00:00Z,13.6,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-08-03T00:00:00Z,13.9,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-08-04T00:00:00Z,10.5,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-08-05T00:00:00Z,9.55,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-08-06T00:00:00Z,10.7,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-08-07T00:00:00Z,10,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-08-08T00:00:00Z,8.9,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-08-09T00:00:00Z,7.95,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-08-10T00:00:00Z,7.03,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-08-11T00:00:00Z,6.49,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-08-12T00:00:00Z,5.85,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-08-13T00:00:00Z,6,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-08-14T00:00:00Z,7.4,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-08-15T00:00:00Z,7.21,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-08-16T00:00:00Z,6.14,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-08-17T00:00:00Z,5.35,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-08-18T00:00:00Z,4.74,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-08-19T00:00:00Z,4.29,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-08-20T00:00:00Z,4.89,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-08-21T00:00:00Z,25,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-08-22T00:00:00Z,10.4,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-08-23T00:00:00Z,21.8,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-08-24T00:00:00Z,16.8,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-08-25T00:00:00Z,10.4,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-08-26T00:00:00Z,8.23,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-08-27T00:00:00Z,9.27,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-08-28T00:00:00Z,11.6,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-08-29T00:00:00Z,8.8,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-08-30T00:00:00Z,7.01,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-08-31T00:00:00Z,6.16,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-09-01T00:00:00Z,5.59,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-09-02T00:00:00Z,7.2,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-09-03T00:00:00Z,7.61,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-09-04T00:00:00Z,5.93,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-09-05T00:00:00Z,5.19,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-09-06T00:00:00Z,4.69,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-09-07T00:00:00Z,4.76,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-09-08T00:00:00Z,4.25,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-09-09T00:00:00Z,3.99,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-09-10T00:00:00Z,3.94,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-09-11T00:00:00Z,3.64,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-09-12T00:00:00Z,3.6,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-09-13T00:00:00Z,3.62,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-09-14T00:00:00Z,4.78,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-09-15T00:00:00Z,7.16,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-09-16T00:00:00Z,5.29,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-09-17T00:00:00Z,4.35,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-09-18T00:00:00Z,3.75,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-09-19T00:00:00Z,3.27,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-09-20T00:00:00Z,2.94,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-09-21T00:00:00Z,2.89,
USGS,01596500,barton,"Savage River Near Barton, MD",2019-09-22T00:00:00Z,2.99,
USGS,01645000,seneca,"Seneca Creek at Dawsonville, MD",2019-05-01T00:00:00Z,194,
USGS,01645000,seneca,"Seneca Creek at Dawsonville, MD",2019-05-02T00:00:00Z,239,
USGS,01645000,seneca,"Seneca Creek at Dawsonville, MD",2019-05-03T00:00:00Z,240,
USGS,01645000,seneca,"Seneca Creek at Dawsonville, MD",2019-05-04T00:00:00Z,252,
USGS,01645000,seneca,"Seneca Creek at Dawsonville, MD",2019-05-05T00:00:00Z,707,
USGS,01645000,seneca,"Seneca Creek at Dawsonville, MD",2019-05-06T00:00:00Z,575,
USGS,01645000,seneca,"Seneca Creek at Dawsonville, MD",2019-05-07T00:00:00Z,339,
USGS,01645000,seneca,"Seneca Creek at Dawsonville, MD",2019-05-08T00:00:00Z,275,
USGS,01645000,seneca,"Seneca Creek at Dawsonville, MD",2019-05-09T00:00:00Z,242,
USGS,01645000,seneca,"Seneca Creek at Dawsonville, MD",2019-05-10T00:00:00Z,393,
USGS,01645000,seneca,"Seneca Creek at Dawsonville, MD",2019-05-11T00:00:00Z,693,
USGS,01645000,seneca,"Seneca Creek at Dawsonville, MD",2019-05-12T00:00:00Z,794,
USGS,01645000,seneca,"Seneca Creek at Dawsonville, MD",2019-05-13T00:00:00Z,754,
